date,close
1-Oct-03,1024.109986
1-Nov-03,1050.939972
1-Dec-03,1084.022522
1-Jan-04,1125.877503
1-Feb-04,1139.872467
1-Mar-04,1130.384979
1-Apr-04,1122.827484
1-May-04,1108.01001
1-Jun-04,1130.294983
1-Jul-04,1115.544983
1-Aug-04,1094.089997
1-Sep-04,1112.38501
1-Oct-04,1119.279999
1-Nov-04,1155.019959
1-Dec-04,1194.202515
1-Jan-05,1193.685028
1-Feb-05,1194.564972
1-Mar-05,1194.247467
1-Apr-05,1166.367493
1-May-05,1173.522522
1-Jun-05,1197.679993
1-Jul-05,1213.552521
1-Aug-05,1225.359985
1-Sep-05,1224.404999
1-Oct-05,1209.339997
1-Nov-05,1232.049988
1-Dec-05,1255.040009
1-Jan-06,1267.252502
1-Feb-06,1277.97998
1-Mar-06,1288.70752
1-Apr-06,1303.097504
1-May-06,1288.184967
1-Jun-06,1262.555023
1-Jul-06,1262.920044
1-Aug-06,1287.597504
1-Sep-06,1317.715027
1-Oct-06,1357.577454
1-Nov-06,1386.815003
1-Dec-06,1409.167542
1-Jan-07,1425.462494
1-Feb-07,1423.92749
1-Mar-07,1407.632507
1-Apr-07,1454.397492
1-May-07,1506.3125
1-Jun-07,1514.677521
1-Jul-07,1492.52002
1-Aug-07,1450.915009
1-Sep-07,1494.684998
1-Oct-07,1535.580017
1-Nov-07,1494.705017
1-Dec-07,1476.80249
1-Jan-08,1397.085022
1-Feb-08,1355.5
1-Mar-08,1317.452484
1-Apr-08,1360.229981
1-May-08,1399.914978
1-Jun-08,1338.917511
1-Jul-08,1259.169983
1-Aug-08,1278.212494
1-Sep-08,1215.912506
1-Oct-08,1034.937515
1-Nov-08,903.3600008
1-Dec-08,881.5999908
1-Jan-09,869.2549898
1-Feb-09,791.927521
1-Mar-09,756.80249
1-Apr-09,834.605011
1-May-09,897.037491
1-Jun-09,921.9174955
1-Jul-09,943.5749968
1-Aug-09,1007.204987
1-Sep-09,1037.179993
1-Oct-09,1053.102493
1-Nov-09,1068.720001
1-Dec-09,1107.565003
1-Jan-10,1103.117493
1-Feb-10,1083.825012
1-Mar-10,1140.209991
1-Apr-10,1187.102478
1-May-10,1130.975006
1-Jun-10,1069.392487
1-Jul-10,1066.139969
1-Aug-10,1081.449982
1-Sep-10,1099.449982
1-Oct-10,1163.690003
1-Nov-10,1191.584992
1-Dec-10,1223.359986
1-Jan-11,1276.007507
1-Feb-11,1312.392487
1-Mar-11,1308.950012
1-Apr-11,1338.087494
1-May-11,1348.197479
1-Jun-11,1317.277466
1-Jul-11,1313.065002
1-Aug-11,1230.100006
1-Sep-11,1173.512512
1-Oct-11,1187.985016
1-Nov-11,1233.542511
1-Dec-11,1244.0625
1-Jan-12,1290.899994
1-Feb-12,1342.154999
1-Mar-12,1383.387512
1-Apr-12,1396.535004
1-May-12,1353.872467
1-Jun-12,1325.557495
1-Jul-12,1364.699982
1-Aug-12,1391.807495
1-Sep-12,1429.570038
1-Oct-12,1431.825012
1-Nov-12,1401.5
1-Dec-12,1422.159973
1-Jan-13,1465.107452
1-Feb-13,1507.184998
1-Mar-13,1538.907501
1-Apr-13,1575.087494
1-May-13,1624.187531
1-Jun-13,1613.127472
1-Jul-13,1649.714996
1-Aug-13,1664.882508
1-Sep-13,1670.192505
1-Oct-13,1715.160004
1-Nov-13,1781.065003
1-Dec-13,1818.084991
1-Jan-14,1812.434967
1-Feb-14,1811.992523
1-Mar-14,1862.107483
1-Apr-14,1867.387482
1-May-14,1897.945007
1-Jun-14,1942.0625
1-Jul-14,1953.755036
1-Aug-14,1960.747528
1-Sep-14,1989.915009
1-Oct-14,1957.084991
1-Nov-14,2040.63501
1-Dec-14,2047.69751
1-Jan-15,2028.592499
1-Feb-15,2050.415039
1-Mar-15,2082.582459
1-Apr-15,2081.859925
1-May-15,2099.35492
1-Jun-15,2089.485046
1-Jul-15,2086.920044
1-Aug-15,2014.084992
1-Sep-15,1945.722504
1-Oct-15,1996.757538
1-Nov-15,2074.259979
1-Dec-15,2056.099976
